,AMP,Pyruvate,Acetyl-CoA,Glutamate,2OG,Oxaloacetate,Glycine,Succinate,UDP-N-acetylglucosamine,lysine,Aspartate,Glutathione,Arginine,Glutamine,Serine,Methionine,Ornithine,Phenylalanine,Tyrosine,Succinyl-CoA,Cysteine,B-Alanine,Propanoyl-CoA,Glucose-1-phosphate,UMP,Dolichyl phosphate,CDP,Choline,G3P,PRPP,Fumarate,Leucine,IMP,Putrescine,Histidine,GMP,Proline,Malate,Citrate,UDP-glucuronic acid,Valine,Cholesterol,Threonine,3PD,dCMP,Lactate,Hypoxanthine,Glucose,Citrulline,GABA,dTMP,dUMP,Xanthine,Chondroitin,Isoleucine,"(E,E)-Farnesyl-PP",Deoxyadenosine,XMP,G6P,dCDP,Spermine,Argininosuccinate,Dolichyl phosphate D-mannose,AICAR,Fatty Acid,Pyrimidine,(Glc)3 (GlcNAc)2 (Man)9 (Asn)1,(GlcNAc)4 (Man)3 (Asn)1,(Gal)2 (GlcA)1 (Xyl)1 (Ser)1,(Gal)1 (GlcNAc)1 (Man)1 (Ser/Thr)1
A.6,0.008214042,0.0012884177,0.0030654855,-0.013751343,0.012429276,-0.0034817439,-0.014678771,0.016812999,-0.008645492,0.009021953,-0.031753767,-0.0039410186,0.017303992,0.017288128,-0.006262427,-0.021837339,0.0041179573,1.6685575e-05,0.0021526143,0.0064196866,0.0036307136,0.012568196,0.005367812,-0.008775737,0.0049924254,-0.018209528,0.001724992,-0.02069955,0.0013338104,-0.019683197,0.022602186,-0.005945921,0.0045062453,-0.013900647,-0.003788367,0.010862436,0.009745387,0.0036435425,0.0063856095,-0.010251388,-0.0003997325,-3.8063154e-06,-0.018501475,-0.0010921671,0.00014219806,-0.004922867,-0.0036194162,-0.013048327,-2.7157366e-05,0.0045942664,0.0038655847,-0.014373578,-0.013311751,-0.017666347,-9.604497e-05,-0.004010983,0.021552632,-0.035952546,0.0038974993,-0.017356668,0.021385387,-0.0065626577,0.0046278834,-0.014030173,-0.0014799386,-6.907992e-05,-0.008791715,-0.014111571,-0.0011599846,-0.018153949
B.5,0.008172017,0.0006837137,0.012464058,-0.011013448,0.0066210264,-0.006009696,-0.0146228615,0.016967006,-0.010248365,0.008691989,-0.031698804,-0.007613946,0.017303992,0.017824033,-0.0062743705,-0.021098152,0.0027361047,1.6685575e-05,0.0022145584,0.009001663,0.003932246,0.012451233,0.0050562434,-0.008775737,-0.0018671751,-0.01850806,0.00821035,-0.02069955,0.0018839389,-0.019761413,0.02248333,-0.005976647,0.0060127825,-0.013858021,-0.0035489798,0.010838065,0.011855958,0.0033927858,0.014563754,-0.010251388,-0.0020366996,-2.5238842e-06,-0.018605426,-0.00090591796,0.00014801696,-0.004922867,-0.0036194162,-0.013048327,-2.6166439e-05,0.0045942664,0.0022443384,-0.014368571,-0.013199039,-0.017539151,-0.0003947625,-0.01460871,0.022649003,-0.03617478,0.0041707866,-0.017749395,0.020770088,-0.0065636486,0.0045150444,-0.015181139,-0.0024309307,-0.00019150414,-0.008449227,-0.012954064,-0.0013163723,-0.01804111
A.7,0.008194815,0.0016093738,-0.0032153577,-0.011357397,0.008276702,-0.0071533453,-0.014602991,0.016748719,-0.01090789,0.008726306,-0.031687275,-0.007027772,0.017303992,0.01762242,-0.0062762164,-0.021948963,-0.0009902455,1.6685575e-05,0.0022114255,0.010101588,0.004502372,0.012587668,0.0050739013,-0.008775737,-0.0030259192,-0.019582855,0.010444943,-0.02069955,0.0020564348,-0.019793585,0.022477474,-0.0059970617,0.006129369,-0.013866409,-0.0035827458,0.010777667,0.014847515,0.0034924895,0.014281079,-0.010251388,-0.0029917299,-1.7429702e-06,-0.018533036,-0.0009595044,0.00013067201,-0.004922867,-0.0036194162,-0.013048327,-2.5961548e-05,0.0045942664,0.0022657514,-0.014383376,-0.013246365,-0.017187685,-0.0007074494,-0.00062989164,0.022329016,-0.036169894,0.0046886615,-0.01757491,0.021263108,-0.0065638535,0.0044797584,-0.015355989,-0.0018196255,-0.00029417314,-0.0069188476,-0.011258431,-0.0016434453,-0.018005824
A.8,0.008222029,0.0017427541,-0.020172969,-0.005763203,0.005990858,-0.010697586,-0.015086023,0.017021663,-0.0073905755,0.009111777,-0.03179321,-0.0129556805,0.017303992,0.018325957,-0.005819101,-0.02126716,0.0040073805,1.6685575e-05,0.0020696223,0.005813133,0.004704346,0.0121166315,0.005244639,-0.008775737,0.011224657,-0.020308618,-0.0029308088,-0.02069955,0.002231881,-0.019720979,0.022709128,-0.0059461296,0.004937075,-0.013902276,-0.003348112,0.010849677,0.010026185,0.0036519617,0.020116791,-0.010251388,-1.4209654e-05,-3.5418198e-06,-0.018410817,-0.0019439273,9.526685e-05,-0.004922867,-0.0036194162,-0.013048327,-2.7887523e-05,0.0045942664,0.003973171,-0.014413707,-0.013215907,-0.017591216,-2.1303305e-05,0.01376031,0.021328816,-0.036129244,0.0020493828,-0.016977128,0.020898208,-0.0065619275,0.004201755,-0.0144854635,-0.003786996,-5.776994e-05,-0.0076903105,-0.010428153,-0.0013321526,-0.01772782
A.9,0.008212708,0.0006647296,0.004161123,-0.011924505,0.0064062746,-0.008672817,-0.014602108,0.016839154,-0.011921259,0.00884293,-0.031647235,-0.005705223,0.017303992,0.017019013,-0.0063237026,-0.021805182,0.0035985233,1.6685575e-05,0.0022112876,0.007745942,0.0042700144,0.012514206,0.005019095,-0.008775737,0.0019337833,-0.018532634,0.003834989,-0.02069955,0.00016371906,-0.019748196,0.02244579,-0.005980909,0.0053323954,-0.013881177,-0.0036961734,0.010827515,0.011209516,0.0037847906,0.017469987,-0.010251388,-0.0013477295,-3.4240074e-06,-0.018495485,-0.00097174104,0.0001511164,-0.004922867,-0.0036194162,-0.013048327,-2.5261194e-05,0.0045942664,0.0035793483,-0.01436539,-0.013266422,-0.017498963,-0.0003893897,-0.008926664,0.021735074,-0.03608135,0.007720571,-0.01749954,0.02123271,-0.006564554,0.0045557693,-0.014664307,-0.0022304207,-0.00010728277,-0.0040438473,-0.0133888945,-0.0013463087,-0.018081835
A.10,0.00816188,0.00067423657,0.009898085,-0.011998475,0.0077454383,-0.0069272052,-0.014737183,0.01689466,-0.0103118885,0.008750059,-0.03168515,-0.006293271,0.017303992,0.017576786,-0.006179124,-0.021355838,0.0040841834,1.6685575e-05,0.0022134073,0.009098979,0.0040394375,0.012369709,0.0050808154,-0.008775737,-0.0019982755,-0.019008314,0.007871654,-0.02069955,0.0010209531,-0.019727819,0.022475202,-0.0059852004,0.0058085546,-0.013862581,-0.0035057515,0.010861892,0.010629294,0.0036475211,0.014288202,-0.010251388,-0.0023083328,-3.0677766e-06,-0.018570676,-0.00067697465,0.0001600273,-0.004922867,-0.0036194162,-0.013048327,-2.5924295e-05,0.0045942664,0.0019291639,-0.014359124,-0.0132390335,-0.017600872,-0.0004613467,-0.012932653,0.022832142,-0.036069997,0.004852291,-0.01792657,0.020931676,-0.0065638907,0.0045011565,-0.015043989,-0.0022901744,-0.00015320815,-0.0077485144,-0.011838324,-0.0012402572,-0.018027222
C.4,0.008225048,0.00028685108,0.02077939,-0.015115991,0.00472317,-0.004391579,-0.0145583,0.016746622,-0.009521918,0.008879878,-0.031655878,-0.003963291,0.017303992,0.018717894,-0.006380489,-0.020854622,0.0082971705,1.6685575e-05,0.0022206306,0.008112436,0.003554348,0.0122482795,0.0052124225,-0.008775737,0.012381554,-0.018277299,-0.0017949305,-0.02069955,8.196384e-05,-0.019642659,0.022430442,-0.0059763193,0.004137233,-0.01386605,-0.0033465326,0.010870762,0.006550221,0.0040416718,0.014585391,-0.010251388,-0.001425752,-1.300592e-06,-0.01850988,-0.0011481289,5.845353e-05,-0.004922867,-0.0036194162,-0.013048327,-2.5410205e-05,0.0045942664,0.00395225,-0.0144536495,-0.013388254,-0.017408162,-0.00048275245,-0.015290158,0.021216273,-0.03581009,0.0060482733,-0.016422492,0.020650998,-0.006564405,0.004421845,-0.013704643,-0.008105144,-0.0001909975,-0.008309439,-0.012796961,-0.0014101975,-0.01794791
B.6,0.008203544,0.0010909177,0.016844131,-0.013846517,0.0080023045,-0.0049815904,-0.01462221,0.01686326,-0.008406298,0.008670941,-0.031719137,-0.004842684,0.017303992,0.01812655,-0.0062983595,-0.021314204,0.0016990397,1.6685575e-05,0.0022081994,0.009044556,0.0036381753,0.012335325,0.0048660897,-0.008775737,0.0057136714,-0.01838575,0.0033535548,-0.02069955,0.000657849,-0.01977703,0.02250931,-0.0059991777,0.005348824,-0.013882366,-0.0034466535,0.010872364,0.0125290435,0.003821358,0.01209335,-0.010251388,-0.0022593378,-1.6838312e-06,-0.018519416,-0.0007900335,8.4172934e-05,-0.004922867,-0.0036194162,-0.013048327,-2.6531518e-05,0.0045942664,0.0030634552,-0.0144249275,-0.013271041,-0.01739166,-0.00059143174,-0.012737974,0.021947222,-0.035996683,0.0037096553,-0.017025132,0.02095361,-0.0065632835,0.0043585524,-0.014726892,-0.0071394593,-0.00017792173,-0.006993711,-0.014560677,-0.0015189238,-0.017884618
A.11,0.008186564,0.0011583008,0.023300704,-0.0130480975,0.008325697,-0.003659783,-0.014741112,0.016851924,-0.011769684,0.008857392,-0.031663854,-0.005314613,0.017303992,0.017974647,-0.0062015466,-0.020726115,0.00404176,1.6685575e-05,0.0022099093,0.007579593,0.0034237644,0.012455249,0.005234357,-0.008775737,0.0102626085,-0.017600115,-0.00035771355,-0.02069955,0.00037188083,-0.019671448,0.022451568,-0.0059680045,0.0047404394,-0.013862984,-0.0036776662,0.010894988,0.010121582,0.004034549,0.010083064,-0.010251388,-0.0011910587,-3.0985102e-06,-0.018564,-0.0010680212,7.529557e-05,-0.004922867,-0.0036194162,-0.013048327,-2.554804e-05,0.0045942664,0.0029001832,-0.01443474,-0.013265319,-0.01765491,-0.00028220518,-0.018425863,0.02221317,-0.035931744,0.0077883713,-0.01702641,0.02057518,-0.006564267,0.0045381784,-0.014279559,-0.0067885965,-6.683357e-05,-0.008709252,-0.015141316,-0.0011307262,-0.018064244
A.12,0.008220788,0.00087824836,0.011859447,-0.013486892,0.0071250508,-0.0057851057,-0.014576506,0.01703149,-0.009489166,0.008694075,-0.031700443,-0.00454356,0.017303992,0.017532865,-0.006355064,-0.02118443,0.0029255915,1.6685575e-05,0.0022078417,0.009634217,0.003628715,0.012280742,0.004951831,-0.008775737,0.0042004287,-0.01804693,0.003139224,-0.02069955,0.00038240105,-0.019712351,0.022487275,-0.005988121,0.005016908,-0.013882254,-0.0033649504,0.010876801,0.011335162,0.003609866,0.013730153,-0.010251388,-0.0024852096,-1.7876737e-06,-0.018585786,-0.0007748436,0.00011264905,-0.004922867,-0.0036194162,-0.013048327,-2.6196241e-05,0.0045942664,0.0035024136,-0.014397472,-0.013348438,-0.017380007,-0.00067888526,-0.012350508,0.021531073,-0.035862125,0.0051982515,-0.017172601,0.020872787,-0.006563619,0.004546456,-0.014456913,-0.0036315173,-0.00020504184,-0.0076574683,-0.0134757385,-0.0014799125,-0.018072521
E.7,0.008111395,0.0009598769,0.0068763867,-0.010656357,0.009077826,-0.0046250504,-0.014507299,0.016842742,-0.010071056,0.008645222,-0.031718954,-0.008333601,0.017303992,0.018157924,-0.0063882656,-0.021614715,-0.0025176704,1.6685575e-05,0.0022236295,0.0116932,0.0038374113,0.012299405,0.00527988,-0.008775737,-0.0015232861,-0.019250667,0.008707922,-0.02069955,0.0005687773,-0.019768566,0.022495467,-0.005997747,0.006059408,-0.013838249,-0.003458202,0.010744058,0.016803382,0.0032190979,0.010423675,-0.010251388,-0.0037990897,-1.8212013e-06,-0.018666342,-0.00036070868,0.00012763962,-0.004922867,-0.0036194162,-0.013048327,-2.6527792e-05,0.0045942664,0.0009471178,-0.014385246,-0.013279475,-0.01731962,-0.0009430079,-0.0063772267,0.023240821,-0.036143698,0.0047192536,-0.017931897,0.021107003,-0.006563287,0.004511006,-0.015199259,-0.0038532764,-0.00013045408,-0.0089956075,-0.010676093,-0.0015142821,-0.018037071
A.13,0.008174352,0.0010741241,0.0031175762,-0.011837006,0.007135355,-0.00494471,-0.014571851,0.016922705,-0.009652751,0.008731492,-0.031713005,-0.0071487804,0.017303992,0.01809434,-0.0063555166,-0.021600708,0.005044859,1.6685575e-05,0.00221242,0.009197498,0.0037542926,0.012490744,0.0051819794,-0.008775737,-0.00058221817,-0.018756099,0.009485271,-0.02069955,0.00058461726,-0.02004166,0.022495747,-0.0059636533,0.0059709996,-0.013874828,-0.003517121,0.01081036,0.0092900675,0.0031397045,0.0131278485,-0.010251388,-0.0017582863,-1.4193356e-06,-0.018622085,-0.00080618984,9.211525e-05,-0.004922867,-0.0036194162,-0.013048327,-2.6419759e-05,0.0045942664,0.0021207482,-0.01441741,-0.013324656,-0.0174158,-0.0006544916,-0.0007468397,0.022549095,-0.036005504,0.0048686825,-0.017290693,0.021142438,-0.0065633953,0.004469916,-0.015021607,-0.0063207,-0.00026287325,-0.010651842,-0.011979632,-0.0014080442,-0.017995981
C.5,0.0082314,-0.00039994344,0.03229484,-0.015495554,0.0029610721,-0.0019265246,-0.014668198,0.016698517,-0.012673276,0.009051919,-0.031620156,-0.0037436155,0.017303992,0.01897596,-0.0062792394,-0.020212606,0.013930289,1.6685575e-05,0.0022360124,0.0062441006,0.0032887897,0.01201711,0.005317237,-0.008775737,0.020267457,-0.015915187,-0.008843426,-0.02069955,-0.00040958822,-0.019573063,0.022377957,-0.0059600174,0.0031427825,-0.01384233,-0.0032533705,0.01088744,0.0017741304,0.004320577,0.013706416,-0.010251388,-0.00030907383,-1.4631078e-06,-0.01841338,-0.0013523381,4.8413873e-05,-0.004922867,-0.0036194162,-0.013048327,-2.4795532e-05,0.0045942664,0.004700452,-0.014467187,-0.013409145,-0.01725258,-0.00013869622,-0.02308647,0.02063727,-0.035733856,0.009894203,-0.016105823,0.020205393,-0.0065650195,0.004635174,-0.012804046,-0.009474307,-5.2990392e-05,-0.0069565475,-0.017076053,-0.0014963709,-0.01816124
A.14,0.008220427,0.0002487935,0.016212344,-0.0136986375,0.0072651664,-0.004753886,-0.014693039,0.016893145,-0.01075937,0.008927666,-0.031685,-0.0042739627,0.017303992,0.017553212,-0.0062458776,-0.020902768,0.004800936,1.6685575e-05,0.00221036,0.0075418595,0.003616401,0.012279542,0.005199667,-0.008775737,0.0073383152,-0.016966265,0.0012614466,-0.02069955,-0.00028530508,-0.019680232,0.022466525,-0.0059678257,0.0045573637,-0.013851919,-0.0033991784,0.010880385,0.01014897,0.0037308931,0.012676969,-0.010251388,-0.00094839325,-2.6864e-06,-0.018525466,-0.00071487296,9.195879e-05,-0.004922867,-0.0036194162,-0.013048327,-2.592057e-05,0.0045942664,0.0036902577,-0.014417119,-0.013373293,-0.017184913,-0.0003995397,-0.01488314,0.021417024,-0.035812624,0.007133331,-0.016931053,0.020643905,-0.0065638945,0.0046070665,-0.014068052,-0.004845813,-0.00016961433,-0.0058751404,-0.016139723,-0.0016373806,-0.018133132
B.7,0.008211117,0.0006004311,0.012269273,-0.013252497,0.009662786,-0.005283756,-0.014669554,0.016944852,-0.008993285,0.008637674,-0.031678658,-0.0046761152,0.017303992,0.017447764,-0.0062566698,-0.021331802,0.006055966,1.6685575e-05,0.0022115484,0.010089511,0.003799201,0.012375096,0.0049923323,-0.008775737,0.005544126,-0.018923126,0.0026786663,-0.02069955,0.0002848357,-0.019735336,0.022466768,-0.0059951246,0.0047982335,-0.013882401,-0.0034270734,0.010885406,0.008463321,0.0036566108,0.010594413,-0.010251388,-0.002827519,-1.7918646e-06,-0.018594936,-0.00053802226,9.776279e-05,-0.004922867,-0.0036194162,-0.013048327,-2.5808811e-05,0.0045942664,0.0031582713,-0.01441139,-0.013361521,-0.017426483,-0.0006855442,-0.012559146,0.021804763,-0.03581772,0.0045767687,-0.01711459,0.020961031,-0.006564006,0.004549049,-0.014260545,-0.0031367093,-0.00023727305,-0.007917196,-0.012154944,-0.001451496,-0.018075114
A.15,0.008172594,0.00049545243,-0.0025683194,-0.0140028,0.011697852,-0.0047153365,-0.01466468,0.016750488,-0.010741951,0.008323163,-0.03163095,-0.0044234083,0.017303992,0.017646583,-0.006267473,-0.021740675,0.0038783122,1.6685575e-05,0.002222512,0.01105378,0.0050222753,0.012446614,0.005133521,-0.008775737,0.0034677088,-0.017984688,0.0059325285,-0.02069955,0.00083423406,-0.019766338,0.022423103,-0.0059948266,0.0064745173,-0.013871198,-0.0036541075,0.010873646,0.010937093,0.0037276596,0.007256344,-0.010251388,-0.0033130734,-2.8706854e-06,-0.018679515,-0.0012397692,7.973239e-05,-0.004922867,-0.0036194162,-0.013048327,-2.4978071e-05,0.0045942664,0.002334088,-0.014429614,-0.013118543,-0.017722376,-0.00076514203,0.00458405,0.02258,-0.03622929,0.0060661994,-0.017198872,0.021251276,-0.006564837,0.004175991,-0.015632167,-0.004340127,-8.175708e-05,-0.005240351,-0.014117278,-0.0011276193,-0.017702056
B.8,0.008169096,0.00040841475,0.014807135,-0.0124185085,0.0063946852,-0.005942611,-0.014597001,0.017042566,-0.0092360545,0.008766025,-0.031684484,-0.0052529243,0.017303992,0.017124848,-0.0063398946,-0.02104503,0.0077166595,1.6685575e-05,0.00221489,0.00887393,0.0035351785,0.012392173,0.0051265024,-0.008775737,0.005115509,-0.018856,0.0036103614,-0.02069955,0.00067824125,-0.019791134,0.022462863,-0.0059707165,0.0053769723,-0.013875238,-0.0035265237,0.0108771585,0.0071510356,0.003694743,0.014280483,-0.010251388,-0.0018424331,-2.058223e-06,-0.018626437,-0.00071532873,9.2327595e-05,-0.004922867,-0.0036194162,-0.013048327,-2.591312e-05,0.0045942664,0.0020831227,-0.014416926,-0.01325471,-0.017498538,-0.00039070495,-0.0140778925,0.022682412,-0.036010392,0.004481565,-0.017341428,0.020755842,-0.006563902,0.004556529,-0.014762923,-0.0051121265,-0.00015489943,-0.0076237023,-0.012430571,-0.001317542,-0.018082594
E.8,0.008137904,0.0010315217,0.001508642,-0.011044174,0.009065607,-0.003980307,-0.014295163,0.01682638,-0.007959472,0.008778438,-0.03171097,-0.008920725,0.017303992,0.01897622,-0.0064809844,-0.022581473,0.0060327575,1.6685575e-05,0.002148375,0.009523554,0.0041768188,0.012506271,0.0053518377,-0.008775737,-0.0049237013,-0.020710498,0.011536803,-0.02069955,0.00013402104,-0.019669354,0.022557229,-0.0059621036,0.00579457,-0.013832758,-0.0035098046,0.010785744,0.008412508,0.0032475293,0.010018334,-0.010251388,-0.0018607168,-1.5655532e-06,-0.01863657,0.0012236759,0.00014354661,-0.004922867,-0.0036194162,-0.013048327,-2.6382506e-05,0.0045942664,0.0013007373,-0.014372297,-0.013345458,-0.017136559,-0.0007319739,-0.0035671694,0.02306992,-0.035994984,0.0010907911,-0.017901834,0.021774933,-0.0065634325,0.0044072047,-0.014884397,-0.00096823275,-0.00028571673,-0.008132905,-0.009348758,-0.0016908459,-0.01793327
B.9,0.008186903,0.0011457242,-0.00788933,-0.009935051,0.0063910345,-0.010066761,-0.014539683,0.017110068,-0.0105074365,0.008760877,-0.031675745,-0.009117428,0.017303992,0.01825432,-0.0063100383,-0.021566063,0.002466865,1.6685575e-05,0.0021938756,0.008932902,0.004043513,0.012456948,0.0047023706,-0.008775737,-0.00018572807,-0.019847084,0.0074356757,-0.02069955,0.0016028732,-0.019745722,0.02248118,-0.0059945285,0.006411627,-0.013773317,-0.003579557,0.010829017,0.011871247,0.0036969632,0.018954799,-0.010251388,-0.002229744,-1.5276019e-06,-0.018501803,-0.0008163685,0.00012838468,-0.004922867,-0.0036194162,-0.013048327,-2.5756657e-05,0.0045942664,0.0022381693,-0.014384784,-0.01310239,-0.017508447,-0.0006018998,0.00076002255,0.022618948,-0.036340304,0.0044587813,-0.017589007,0.021155879,-0.0065640584,0.0042239428,-0.01563318,-0.0012249202,-0.00016664155,-0.007463336,-0.010178871,-0.0013493411,-0.017750008
B.10,0.008184124,0.00077405944,0.019052576,-0.012178749,0.010417744,-0.006829275,-0.014849855,0.016947277,-0.009106116,0.009043992,-0.031672683,-0.005818889,0.017303992,0.017352903,-0.0060910545,-0.020637065,0.0048824884,1.6685575e-05,0.0022224598,0.0069605485,0.0037899883,0.012528943,0.004718017,-0.008775737,0.0033966005,-0.019273916,0.004398849,-0.02069955,0.00012111664,-0.019918583,0.022450104,-0.006022334,0.0058018565,-0.013871095,-0.0036884844,0.010760136,0.009715674,0.0040608793,0.0114231855,-0.010251388,-0.0006680428,-1.5234109e-06,-0.018318847,-0.0011135612,0.00011140481,-0.004922867,-0.0036194162,-0.013048327,-2.5704503e-05,0.0045942664,0.0026920885,-0.014399201,-0.013194807,-0.017527923,-0.00033214013,-0.0171691,0.022254026,-0.036270984,0.0054025315,-0.01741748,0.020483121,-0.0065641105,0.0046481565,-0.015085623,-0.0070892572,-0.00012970902,-0.008715823,-0.0123047605,-0.0012632273,-0.018174222
A.16,0.008182421,0.00048125163,0.0137903765,-0.013537258,0.008380846,-0.0063886177,-0.014543476,0.017048307,-0.0089428,0.008803979,-0.031707574,-0.0048992005,0.017303992,0.01780633,-0.006374171,-0.021259025,0.006181253,1.6685575e-05,0.0022020712,0.008781074,0.0035896162,0.01227309,0.0048935525,-0.008775737,0.002326399,-0.018647533,0.006485384,-0.02069955,0.0004868433,-0.019942626,0.022501905,-0.0059908032,0.0054468066,-0.013874919,-0.0033257008,0.010883138,0.008399574,0.0037546009,0.013165638,-0.010251388,-0.0019559204,-1.9185245e-06,-0.01852782,-0.00093208416,8.953735e-05,-0.004922867,-0.0036194162,-0.013048327,-2.6322901e-05,0.0045942664,0.0022190213,-0.014419571,-0.013337709,-0.017455257,-0.00054566376,-0.013812651,0.022414217,-0.035862662,0.004891034,-0.017275821,0.020927206,-0.006563492,0.0045447573,-0.014768466,-0.0046675056,-0.00023663975,-0.0072349906,-0.012919225,-0.0013830401,-0.018070823
B.11,0.008182425,0.001089219,0.008364126,-0.011621624,0.008978234,-0.0053193104,-0.014451513,0.017001335,-0.0059233475,0.008611448,-0.031706784,-0.007344533,0.017303992,0.018147292,-0.0064068083,-0.021816328,0.004334802,1.6685575e-05,0.0021889359,0.011437366,0.0040231207,0.01245776,0.004930388,-0.008775737,-0.00090280175,-0.01949504,0.008067045,-0.02069955,0.001268208,-0.019822054,0.022518706,-0.0059969425,0.0058649406,-0.013890189,-0.0035044104,0.010851812,0.009943007,0.003537044,0.011406705,-0.010251388,-0.0037004887,-1.3955869e-06,-0.018599674,-0.0003966894,0.0001223199,-0.004922867,-0.0036194162,-0.013048327,-2.6308e-05,0.0045942664,0.002165854,-0.014389373,-0.013296969,-0.017218292,-0.001133997,-0.0072647417,0.022498911,-0.03599558,-3.8478523e-05,-0.017577339,0.021298215,-0.006563507,0.0044492334,-0.015056387,-0.00470151,-0.00024260022,-0.0068811774,-0.011640884,-0.0016365312,-0.017975299
