"Ligand","Receptor","Annotation","Reference"
"Col19a1","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col19a1","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col19a1","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col19a1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a1","Cd36","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a1","Cd44","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a1","Cd93","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a1","Ddr1","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a1","Ddr2","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a1","Gp6","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Col1a1","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a1","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a1","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a1","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a1","Itga3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Col1a1","Itga5","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a1","Itga9","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Col1a1","Itgav","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Col1a1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a1","Itgb8","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Col1a1","Sdc1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Col1a1","Tmprss6","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a2","Cd36","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a2","Cd44","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a2","Cd93","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a2","Ddr1","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a2","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a2","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a2","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a2","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a2","Itga2b","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a2","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col1a2","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Col20a1","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col20a1","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col20a1","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col20a1","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col20a1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col22a1","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col22a1","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col22a1","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col22a1","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col22a1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col24a1","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col24a1","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col24a1","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col24a1","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col24a1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col26a1","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col26a1","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col26a1","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col26a1","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col26a1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col27a1","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col27a1","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col27a1","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col27a1","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col27a1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col28a1","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col28a1","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col28a1","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col28a1","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col28a1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col2a1","Cd44","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Col2a1","Ddr1","Secreted Signaling","NicheNet_v2_omnipath"
"Col2a1","Gp6","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Col2a1","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col2a1","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col2a1","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col2a1","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col2a1","Itga2b","Secreted Signaling","NicheNet_v2_omnipath"
"Col2a1","Itga3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Col2a1","Itga9","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Col2a1","Itgav","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Col2a1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col2a1","Itgb8","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Col2a1","Mag","Secreted Signaling","NicheNet_v2_omnipath"
"Col2a1","Sdc1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Col2a1","Tnfrsf10b","Secreted Signaling","NicheNet_v2_omnipath"
"Col3a1","Ddr1","Secreted Signaling","NicheNet_v2_omnipath"
"Col3a1","Ddr2","Secreted Signaling","NicheNet_v2_omnipath"
"Col3a1","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col3a1","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col3a1","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col3a1","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col3a1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col3a1","Mag","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a1","Cd93","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a1","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a1","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a1","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a1","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a1","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a1","Itgb8","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a2","Cd93","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a2","Ddr1","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a2","Ddr2","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a2","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a2","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a2","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a2","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a2","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a2","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a2","Itgb5","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a3","Cd47","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a3","Cd93","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a3","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a3","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a3","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a3","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a3","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a3","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a3","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a3","Itgb8","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a4","Cd47","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a4","Cd93","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a4","Ddr1","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a4","Ddr2","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a4","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a4","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a4","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a4","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a4","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a4","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a4","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a5","Cd47","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a5","Cd93","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a5","Ddr1","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a5","Ddr2","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a5","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a5","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a5","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a5","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a5","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a5","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a6","Cd47","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a6","Cd93","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a6","Ddr1","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a6","Ddr2","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a6","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a6","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a6","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a6","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a6","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Col4a6","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a1","Cd93","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a1","Ddr1","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a1","Ddr2","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a1","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a1","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a1","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a1","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a1","Lair1","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a1","Sdc1","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a1","Sdc3","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a2","Cd93","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a2","Ddr1","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a2","Ddr2","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a2","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a2","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a2","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a2","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a2","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a2","Lair1","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a2","Sdc1","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a3","Cd93","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a3","Ddr1","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a3","Ddr2","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a3","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a3","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a3","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a3","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a3","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a3","Sdc1","Secreted Signaling","NicheNet_v2_omnipath"
"Col5a3","Sdc3","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a1","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a1","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a1","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a1","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a1","Itga6","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a2","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a2","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a2","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a2","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a2","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a3","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a3","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a3","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a3","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a3","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a5","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a5","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a5","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a5","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a5","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a6","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a6","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a6","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a6","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col6a6","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col7a1","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col7a1","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col7a1","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col7a1","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col7a1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col8a1","Ddr1","Secreted Signaling","NicheNet_v2_omnipath"
"Col8a1","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col8a1","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col8a1","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col8a1","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col8a1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col8a2","Ddr1","Secreted Signaling","NicheNet_v2_omnipath"
"Col8a2","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col8a2","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col8a2","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col8a2","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col8a2","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col8a2","Slc4a11","Secreted Signaling","NicheNet_v2_omnipath"
"Col9a1","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col9a1","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col9a1","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col9a1","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col9a1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col9a1","Mag","Secreted Signaling","NicheNet_v2_omnipath"
"Col9a2","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col9a2","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col9a2","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col9a2","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col9a2","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col9a2","Mag","Secreted Signaling","NicheNet_v2_omnipath"
"Col9a3","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Col9a3","Itga10","Secreted Signaling","NicheNet_v2_omnipath"
"Col9a3","Itga11","Secreted Signaling","NicheNet_v2_omnipath"
"Col9a3","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Col9a3","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Col9a3","Mag","Secreted Signaling","NicheNet_v2_omnipath"
"Colq","Musk","Secreted Signaling","NicheNet_v2_omnipath"
"Comp","Cd36","Secreted Signaling","NicheNet_v2_omnipath"
"Comp","Cd47","Secreted Signaling","NicheNet_v2_omnipath"
"Comp","Itga2b","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Comp","Itga3","Secreted Signaling","NicheNet_v2_omnipath"
"Comp","Itga5","Secreted Signaling","NicheNet_v2_omnipath"
"Comp","Itga7","Secreted Signaling","NicheNet_v2_omnipath"
"Comp","Itgav","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Comp","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Comp","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Comp","Sdc1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Copa","Cd74","Secreted Signaling","NicheNet_v2_omnipath"
"Copa","Mtnr1b","Secreted Signaling","NicheNet_v2_omnipath"
"Copa","Ntrk1","Secreted Signaling","NicheNet_v2_omnipath"
"Copa","Ntsr2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Copa","P2ry6","Secreted Signaling","NicheNet_v2_omnipath"
"Copa","Sort1","Secreted Signaling","NicheNet_v2_omnipath"
"Corin","Kirrel","Secreted Signaling","NicheNet_v2_omnipath"
"Corin","Lrrc4c","Secreted Signaling","NicheNet_v2_omnipath"
"Cort","Ghsr","Secreted Signaling","NicheNet_v2_omnipath"
"Cort","Mrgprx2","Secreted Signaling","NicheNet_v2_omnipath"
"Cort","Mrgpra1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cort","Mrgpra2b","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cort","Mrgpra9","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cort","Mrgpra2a","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cort","Mrgprx1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cort","Mrgprb4","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cort","Mrgprb5","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cort","Mrgprb2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cort","Mrgpra4","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cort","Mrgpra6","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cort","Mrgprb8","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cort","Mrgpra3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cort","Mrgprb3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cort","Mrgprb1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cort","Sstr1","Secreted Signaling","NicheNet_v2_omnipath"
"Cort","Sstr2","Secreted Signaling","NicheNet_v2_omnipath"
"Cort","Sstr3","Secreted Signaling","NicheNet_v2_omnipath"
"Cort","Sstr4","Secreted Signaling","NicheNet_v2_omnipath"
"Cort","Sstr5","Secreted Signaling","NicheNet_v2_omnipath"
"Cp","Slc40a1","Secreted Signaling","NicheNet_v2_omnipath"
"Cp","Smo","Secreted Signaling","NicheNet_v2_omnipath"
"Crb3","Lin7c","Secreted Signaling","NicheNet_v2_omnipath"
"Crb3","Patj","Secreted Signaling","NicheNet_v2_omnipath"
"Crh","Crhr1","Secreted Signaling","NicheNet_v2_omnipath"
"Crh","Crhr2","Secreted Signaling","NicheNet_v2_omnipath"
"Crh","Mc2r","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Crhr2","Gnas","Secreted Signaling","NicheNet_v2_omnipath"
"Crisp1","A1bg","Secreted Signaling","NicheNet_v2_omnipath"
"Crisp2","Catsper1","Secreted Signaling","NicheNet_v2_omnipath"
"Crisp3","A1bg","Secreted Signaling","NicheNet_v2_omnipath"
"Crlf1","Cntfr","Secreted Signaling","NicheNet_v2_omnipath"
"Crlf1","Il6st","Secreted Signaling","NicheNet_v2_omnipath"
"Crlf1","Lifr","Secreted Signaling","NicheNet_v2_omnipath"
"Crlf1","Sorl1","Secreted Signaling","NicheNet_v2_omnipath"
"Crp","Cr1l","Secreted Signaling","NicheNet_v2_omnipath"
"Crp","Olr1","Secreted Signaling","NicheNet_v2_omnipath"
"Crtam","Cadm1","Secreted Signaling","NicheNet_v2_omnipath"
"Crtam","Dsc3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Crtam","Ildr2","Secreted Signaling","NicheNet_v2_omnipath"
"Crtam","Muc15","Secreted Signaling","NicheNet_v2_omnipath"
"Crtam","Ntrk3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Csf1","Csf1r","Secreted Signaling","NicheNet_v2_omnipath"
"Csf1","Csf2ra","Secreted Signaling","NicheNet_v2_omnipath"
"Csf1","Csf3r","Secreted Signaling","NicheNet_v2_omnipath"
"Csf1","Sirpa","Secreted Signaling","NicheNet_v2_omnipath"
"Csf2","Csf1r","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Csf2","Csf2ra","Secreted Signaling","NicheNet_v2_omnipath"
"Csf2","Csf2rb","Secreted Signaling","NicheNet_v2_omnipath"
"Csf2","Csf2rb2","Secreted Signaling","NicheNet_v2_omnipath"
"Csf2","Csf3r","Secreted Signaling","NicheNet_v2_omnipath"
"Csf2","Il3ra","Secreted Signaling","NicheNet_v2_omnipath"
"Csf2","Sdc2","Secreted Signaling","NicheNet_v2_omnipath"
"Csf3","Csf1r","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Csf3","Csf2ra","Secreted Signaling","NicheNet_v2_omnipath"
"Csf3","Csf3r","Secreted Signaling","NicheNet_v2_omnipath"
"Ctf1","Il6st","Secreted Signaling","NicheNet_v2_omnipath"
"Ctf1","Lifr","Secreted Signaling","NicheNet_v2_omnipath"
"Cthrc1","Fzd3","Secreted Signaling","NicheNet_v2_omnipath"
"Cthrc1","Fzd5","Secreted Signaling","NicheNet_v2_omnipath"
"Cthrc1","Fzd6","Secreted Signaling","NicheNet_v2_omnipath"
"Cthrc1","Ror2","Secreted Signaling","NicheNet_v2_omnipath"
"Ctsd","App","Secreted Signaling","NicheNet_v2_omnipath"
"Ctsg","F2r","Secreted Signaling","NicheNet_v2_omnipath"
"Ctsg","F2rl1","Secreted Signaling","NicheNet_v2_omnipath"
"Ctsg","F2rl2","Secreted Signaling","NicheNet_v2_omnipath"
"Cx3cl1","Cx3cr1","Secreted Signaling","NicheNet_v2_omnipath"
"Cx3cl1","Itga4","Secreted Signaling","NicheNet_v2_omnipath"
"Cx3cl1","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Cx3cl1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Cx3cl1","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Cxadr","Jaml","Secreted Signaling","NicheNet_v2_omnipath"
"Cxcl1","Ackr1","Secreted Signaling","NicheNet_v2_omnipath"
"Cxcl1","Cxcr1","Secreted Signaling","NicheNet_v2_omnipath"
"Cxcl1","Cxcr2","Secreted Signaling","NicheNet_v2_omnipath"
"Cxcl1","Dpp4","Secreted Signaling","NicheNet_v2_omnipath"
"Cxcl1","Xcr1","Secreted Signaling","NicheNet_v2_omnipath"
"Cxcl10","Ackr1","Secreted Signaling","NicheNet_v2_omnipath"
"Cxcl10","Ccr3","Secreted Signaling","NicheNet_v2_omnipath"
"Cxcl10","Cxcr3","Secreted Signaling","NicheNet_v2_omnipath"
"Cxcl10","Dpp4","Secreted Signaling","NicheNet_v2_omnipath"
"Cxcl10","Sdc4","Secreted Signaling","NicheNet_v2_omnipath"
"Cxcl11","Ackr1","Secreted Signaling","NicheNet_v2_omnipath"
"Cxcl11","Ackr3","Secreted Signaling","NicheNet_v2_omnipath"
"Cxcl11","Ccr3","Secreted Signaling","NicheNet_v2_omnipath"
"Cxcl11","Ccr5","Secreted Signaling","NicheNet_v2_omnipath"
"Cxcl11","Cxcr3","Secreted Signaling","NicheNet_v2_omnipath"
"Cxcl11","Dpp4","Secreted Signaling","NicheNet_v2_omnipath"
"Cxcl12","Ackr3","Secreted Signaling","NicheNet_v2_omnipath"
"Cxcl12","Cd4","Secreted Signaling","NicheNet_v2_omnipath"
"Cxcl12","Cxcr3","Secreted Signaling","NicheNet_v2_omnipath"
"Cxcl12","Cxcr4","Secreted Signaling","NicheNet_v2_omnipath"
