,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_19,M_20,M_21,M_22,M_23,M_24,M_25,M_26,M_27,M_28,M_29,M_30,M_31,M_32,M_33,M_34,M_35,M_36,M_37,M_38,M_39,M_40,M_41,M_42,M_43,M_44,M_45,M_46,M_47,M_48,M_49,M_50,M_51,M_52,M_53,M_54,M_55,M_56,M_57,M_58,M_59,M_60,M_61,M_62,M_63,M_64,M_65,M_66,M_67,M_68,M_69,M_70,M_71,M_72,M_73,M_74,M_75,M_76,M_77,M_78,M_79,M_80,M_81,M_83,M_84,M_85,M_87,M_88,M_89,M_90,M_91,M_92,M_93,M_94,M_95,M_96,M_97,M_98,M_99,M_100,M_101,M_102,M_103,M_105,M_106,M_107,M_108,M_109,M_110,M_111,M_112,M_113,M_114,M_115,M_116,M_117,M_118,M_119,M_120,M_121,M_122,M_123,M_124,M_125,M_126,M_127,M_128,M_129,M_130,M_131,M_132,M_133,M_134,M_135,M_136,M_137,M_138,M_139,M_140,M_141,M_142,M_143,M_144,M_145,M_146,M_147,M_148,M_149,M_150,M_151,M_152,M_153,M_154,M_155,M_156,M_157,M_158,M_159,M_160,M_161,M_162,M_163,M_164,M_165,M_166,M_167,M_168,M_169,M_170,M_171
A.128,0.012544811,0.001627788,0.00095157325,0.0017092526,0.008900195,-1.3411045e-06,0.01700148,0.0071128905,0.00039642304,7.452071e-05,4.1689724e-05,4.053116e-06,0.004454449,0.008068085,-6.0535967e-09,0.004246652,0.001975298,0.0024636835,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,1.8347055e-07,0.0046375245,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0014995784,0.00752303,0.019049078,0.00048515946,0.0063770413,0.014054358,-5.517155e-06,5.921349e-06,0.018782556,0.015816838,-1.14664435e-05,0.0014313608,0.0044561774,0.0037715584,0.009001613,0.00011990219,0.0048436373,0.009144455,0.016883522,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017837286,0.0014832616,0.00028532743,0.0,4.4584274e-05,0.0038783848,-2.6762486e-05,0.0002696216,0.00076007843,1.4016405e-07,6.3315034e-05,-6.2864274e-07,0.006588191,2.4594367e-05,0.019511938,0.011630863,0.013112962,0.0121380985,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,1.0784715e-05,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.006429136,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.027720988,0.017422229,0.008590758,0.013258904,3.8854778e-05,0.004671335,0.014112353,0.005947441,0.012952268,0.00519076,0.03484878,0.0004950091,7.8246e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0003400147,0.01791501,0.0008623898,0.00027248263,-1.1667609e-05,0.014896929,0.009633422,-7.683411e-09,5.9273094e-05,0.0013994575,0.022388339,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014050096,-7.547438e-06,0.030928046,0.011076957,2.8826296e-05,0.020024776,0.020968825,0.011547059,0.024829477,0.000118397176,0.00015717745,0.021074206,-2.9094517e-06,0.011470884,-2.354756e-05,0.00014995039,0.005682558,0.003193438,0.0113684535,0.0060062706,0.0030677468,5.54882e-06,2.3469329e-07,2.4121255e-06,1.0151416e-07,0.010908484,7.411465e-05
B.90,0.012544811,0.0014522374,0.00077290833,0.0018137693,0.008807689,-1.3411045e-06,0.017594963,0.007607132,0.0004194975,4.599616e-05,4.2162836e-05,4.053116e-06,0.0042439103,0.008068085,1.8812716e-07,0.004246652,0.001975298,0.0025808662,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,3.1106174e-06,0.004223302,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0014689118,0.0075057447,0.01905331,0.00043781847,0.002908975,0.013581693,-5.517155e-06,5.921349e-06,0.018782556,0.015795141,-1.14664435e-05,0.0014313608,0.0044561774,0.0036637485,0.009001613,9.752065e-05,0.0046673715,0.009248763,0.01776576,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017854154,0.0022135228,0.0005027577,2.2351742e-08,4.5705587e-05,0.0038783848,-2.6762486e-05,0.00036366284,0.00076007843,4.0318817e-05,6.3315034e-05,-6.2864274e-07,0.006588191,2.4203211e-05,0.020046383,0.011541188,0.013114095,0.012014359,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,9.2089176e-05,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0040851384,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.018968254,0.017422229,0.008601725,0.013378531,6.2584877e-07,0.004671335,0.013221562,0.0049919784,0.01163885,0.004982412,0.03456053,0.0004950091,0.00018501282,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0005110726,0.01791501,0.0008621961,0.0003074482,-1.1667609e-05,0.014943987,0.009633422,-7.683411e-09,9.350479e-05,0.0013994575,0.022865742,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014062941,-7.547438e-06,0.030928046,0.011105567,3.7077814e-05,0.020024776,0.020968825,0.011547059,0.02631393,0.000118397176,0.00017248839,0.021216154,-2.9094517e-06,0.0115070045,-2.354756e-05,0.0001552552,0.0058268607,0.003193438,0.0113684535,0.0059582293,0.0037951767,5.54882e-06,1.6391277e-07,1.6838312e-06,-9.313226e-10,0.010908484,8.0067664e-05
A.129,0.012544811,0.00044017285,0.00045916438,0.0015164912,0.008685917,-1.3411045e-06,0.016569316,0.0072286725,-2.508238e-05,2.4203211e-05,3.605336e-05,4.053116e-06,0.0039026141,0.008068085,-3.3155084e-06,0.004246652,0.001975298,0.0022609234,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,4.5057386e-06,0.0037109852,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0012970269,0.007385224,0.018755645,0.00027053058,0.0019061267,0.012962103,-5.517155e-06,5.921349e-06,0.018782556,0.015741676,-1.14664435e-05,0.0014313608,0.0044561774,0.0035766512,0.009001613,0.00012997538,0.004478976,0.009139985,0.018539608,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017834961,0.000119775534,8.864701e-05,-8.8475645e-09,1.2330711e-05,0.0038783848,-2.6762486e-05,3.1374395e-05,0.00076007843,-3.548339e-07,6.3315034e-05,-6.2864274e-07,0.006588191,2.3256987e-05,0.012552708,0.010681361,0.013076216,0.011484742,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,2.9388815e-05,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0057530105,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.020853609,0.017422229,0.008544207,0.013195246,1.6801059e-06,0.004671335,0.013560206,0.0050720274,0.012435585,0.0048246533,0.033822536,0.0004950091,5.507469e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0003515333,0.01791501,0.00080920756,0.00015613437,-1.1667609e-05,0.013831526,0.009633422,-7.683411e-09,9.641051e-06,0.0013994575,0.0211353,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013944477,-7.547438e-06,0.030928046,0.011087447,6.657094e-05,0.020024776,0.020968825,0.011547059,0.016110599,0.000118397176,0.00010893494,0.018736452,-2.9094517e-06,0.01107505,-2.354756e-05,0.00010422617,0.005117044,0.003193438,0.0113684535,0.0060260594,0.0011823922,5.54882e-06,3.306195e-08,1.437962e-06,-5.5879354e-09,0.010908484,3.178045e-05
B.91,0.012544811,0.0015785992,0.00079225004,0.0016112328,0.008766025,-1.3411045e-06,0.017291874,0.0074044764,7.6342374e-05,5.602464e-05,3.9175153e-05,4.053116e-06,0.004290253,0.008068085,-8.8475645e-08,0.004246652,0.001975298,0.0024562478,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,7.059425e-06,0.0040904433,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015138388,0.0074990094,0.01895672,0.00043343008,0.0025222152,0.01346615,-5.517155e-06,5.921349e-06,0.018782556,0.015799701,-1.14664435e-05,0.0014313608,0.0044561774,0.0035018474,0.009001613,0.00012098998,0.0047353804,0.009288937,0.017762035,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017864048,0.0014509857,0.00046213716,6.146729e-08,2.1833926e-05,0.0038783848,-2.6762486e-05,0.00025928766,0.00076007843,4.9583614e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.4285167e-05,0.021126121,0.011596054,0.013102204,0.012054443,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,9.5404685e-05,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0044034272,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.018077552,0.017422229,0.008653432,0.013389409,1.9464642e-06,0.004671335,0.012465239,0.004089415,0.011014104,0.004869953,0.03304702,0.0004950091,4.819408e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0004950091,0.01791501,0.0008392185,0.00016850233,-1.1667609e-05,0.014720678,0.009633422,-7.683411e-09,5.3167343e-05,0.0013994575,0.022308052,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014091402,-7.547438e-06,0.030928046,0.011092365,2.6535243e-05,0.020024776,0.020968825,0.011547059,0.021844149,0.000118397176,0.0001553446,0.021831334,-2.9094517e-06,0.011570275,-2.354756e-05,0.00016135722,0.005649835,0.003193438,0.0113684535,0.006008476,0.002934441,5.54882e-06,2.02097e-07,2.0340085e-06,1.7462298e-09,0.010908484,8.6165965e-05
B.92,0.012544811,0.0044416934,0.0014594495,0.0018649995,0.008863509,-1.3411045e-06,0.016773492,0.010761261,9.699166e-05,7.807836e-05,4.484132e-05,4.053116e-06,0.004800275,0.008068085,-5.029142e-08,0.004246652,0.001975298,0.0025214255,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,4.125759e-06,0.0060878694,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015920699,0.0075641274,0.018967032,0.0006980449,0.0048343986,0.014516503,-5.517155e-06,5.921349e-06,0.018782556,0.015806794,-1.14664435e-05,0.0014313608,0.0044561774,0.0037219524,0.009001613,7.224828e-05,0.004862547,0.009190917,0.017712891,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017874122,0.0027655512,0.0013676882,2.5425106e-07,1.996383e-05,0.0038783848,-2.6762486e-05,0.00020952523,0.00076007843,5.2571297e-05,6.3315034e-05,-6.2864274e-07,0.006588191,2.4411827e-05,0.02282399,0.011151284,0.013125658,0.012322128,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.0006264448,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.009155214,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.04344043,0.017422229,0.008554786,0.01333946,2.3283064e-10,0.004671335,0.013309211,0.0030207634,0.013245851,0.005215764,0.034620345,0.0004950091,0.00027608126,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00021636486,0.01791501,0.00086672604,0.00043718517,-1.1667609e-05,0.015352964,0.009633422,-7.683411e-09,4.3578446e-05,0.0013994575,0.022152066,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014077187,-7.547438e-06,0.030928046,0.011338532,0.00024741143,0.020024776,0.020968825,0.011547059,0.030521184,0.000118397176,0.0001526773,0.023616165,-2.9094517e-06,0.0118432045,-2.354756e-05,0.00019847602,0.0056106746,0.003193438,0.0113684535,0.005894661,0.0027481467,5.54882e-06,6.92904e-07,2.1774322e-06,2.3748726e-08,0.010908484,0.00013077259
A.130,0.012544811,0.0035824776,0.0009624213,0.0018322319,0.008981228,-1.3411045e-06,0.018765837,0.008534044,0.00090172887,6.135553e-05,4.4014305e-05,4.053116e-06,0.0046002567,0.008068085,4.656613e-10,0.004246652,0.001975298,0.0024379194,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,1.7408282e-05,0.006753713,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0016358942,0.007534027,0.019120097,0.0005997047,0.006508678,0.013489068,-5.517155e-06,5.921349e-06,0.018782556,0.015788466,-1.14664435e-05,0.0014313608,0.0044561774,0.003999889,0.009001613,0.00019028038,0.0047685504,0.009279221,0.018274754,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017841905,0.0022792965,0.0006476939,2.0861626e-07,4.42937e-05,0.0038783848,-2.6762486e-05,0.0005028397,0.00076007843,3.7252903e-07,6.3315034e-05,-6.2864274e-07,0.006588191,2.4084002e-05,0.025897712,0.012192249,0.013109356,0.012236774,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00016064942,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.006088555,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.02565977,0.017422229,0.008638948,0.01330933,2.0898879e-06,0.004671335,0.013717681,0.0041086227,0.013269812,0.004926488,0.034342736,0.0004950091,0.00014232099,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0005162284,0.01791501,0.0009213835,0.00038918853,-1.1667609e-05,0.015008688,0.009633422,-7.683411e-09,4.452467e-05,0.0013994575,0.022177964,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.01406917,-7.547438e-06,0.030928046,0.0111988485,9.0159476e-05,0.020024776,0.020968825,0.011547059,0.02691567,0.000118397176,0.00014720857,0.021451443,-2.9094517e-06,0.011525482,-2.354756e-05,0.0001565069,0.005536586,0.003193438,0.0113684535,0.0061279833,0.002545938,5.54882e-06,2.5052577e-07,2.6226044e-06,1.17812306e-07,0.010908484,8.108467e-05
C.57,0.012544811,0.00031980872,0.00040915608,0.0016548932,0.008687973,-1.3411045e-06,0.014818579,0.004291564,1.6391277e-07,2.7738512e-05,4.4438988e-05,4.053116e-06,0.0039824545,0.008068085,-9.071082e-07,0.004246652,0.001975298,0.0024207383,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,1.839362e-08,0.004453853,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0013287663,0.0074401796,0.018850923,0.0003370419,0.0017626733,0.012975216,-5.517155e-06,5.921349e-06,0.018782556,0.015739322,-1.14664435e-05,0.0014313608,0.0044561774,0.0035425425,0.009001613,7.921085e-05,0.004515156,0.009120822,0.019070238,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.01782462,0.00025796145,0.00013776869,-2.3283064e-10,3.0133873e-05,0.0038783848,-2.6762486e-05,7.8462064e-05,0.00076007843,2.0768493e-07,6.3315034e-05,-6.2864274e-07,0.006588191,2.321601e-05,0.013922155,0.010462612,0.013098091,0.011692315,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,8.000061e-06,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0036552548,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.018677533,0.017422229,0.0085375905,0.013248563,1.6856939e-07,0.004671335,0.011852682,0.0021957308,0.011195779,0.004834175,0.03402552,0.0004950091,0.00010188669,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00043600798,0.01791501,0.00081051886,3.178045e-05,-1.1667609e-05,0.013546407,0.009633422,-7.683411e-09,7.964671e-06,0.0013994575,0.02101636,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013963103,-7.547438e-06,0.030928046,0.011093855,6.26035e-05,0.020024776,0.020968825,0.011547059,0.01292485,0.000118397176,0.000107996166,0.018700391,-2.9094517e-06,0.011077255,-2.354756e-05,0.00010485947,0.005140379,0.003193438,0.0113684535,0.0059134066,0.0011886656,5.54882e-06,1.1269003e-07,2.0507723e-06,2.3283064e-10,0.010908484,3.235042e-05
A.131,0.012544811,0.0011700839,0.00065372884,0.0017543584,0.008709222,-1.3411045e-06,0.014716357,0.00546062,4.2676926e-05,3.2346696e-05,4.1548163e-05,4.053116e-06,0.0041518956,0.008068085,-2.7567148e-07,0.004246652,0.001975298,0.002584368,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,-1.3178214e-07,0.0054700077,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0013967901,0.0074513257,0.018934935,0.00045263022,0.002695188,0.013401508,-5.517155e-06,5.921349e-06,0.018782556,0.015751183,-1.14664435e-05,0.0014313608,0.0044561774,0.0034837872,0.009001613,5.8401376e-05,0.00455831,0.009240687,0.01850292,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017845094,0.0008804947,0.00032634288,1.9790605e-08,3.323704e-05,0.0038783848,-2.6762486e-05,0.00020320714,0.00076007843,4.405156e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.3424625e-05,0.01644677,0.01093027,0.013092667,0.011805236,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,2.6345253e-05,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0041117966,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.01733017,0.017422229,0.008565217,0.013306975,6.426126e-08,0.004671335,0.0124816,0.0040358305,0.011060387,0.0048091263,0.033728957,0.0004950091,4.185736e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00039675832,0.01791501,0.0008139312,0.00010084361,-1.1667609e-05,0.014067292,0.009633422,-7.683411e-09,2.956763e-05,0.0013994575,0.021837682,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013982087,-7.547438e-06,0.030928046,0.01103121,2.625212e-05,0.020024776,0.020968825,0.011547059,0.017842054,0.000118397176,0.00013662875,0.019310981,-2.9094517e-06,0.01119411,-2.354756e-05,0.000118047,0.00543952,0.003193438,0.0113684535,0.0058535933,0.0021393,5.54882e-06,1.2246892e-07,2.53506e-06,2.4447218e-09,0.010908484,4.336983e-05
B.93,0.012544811,0.0022139996,0.0012230724,0.0018547624,0.008807719,-1.3411045e-06,0.020933717,0.015286565,8.9906156e-05,3.6090612e-05,6.199628e-05,4.053116e-06,0.0045299977,0.008068085,3.3099204e-06,0.004246652,0.001975298,0.002938971,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,6.592274e-05,0.0051887035,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0016038567,0.0075261295,0.018963665,0.0008376241,0.011710733,0.014322937,-5.517155e-06,5.921349e-06,0.018782556,0.015890777,-1.14664435e-05,0.0014313608,0.0044561774,0.0036586076,0.009001613,0.00013300031,0.0045906454,0.009314477,0.018598467,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.01784107,0.0011471659,0.0003728494,5.1688403e-08,3.308803e-05,0.0038783848,-2.6762486e-05,0.0002860129,0.00076007843,2.0623207e-05,6.3315034e-05,-6.2864274e-07,0.006588191,2.5961548e-05,0.02498892,0.011832505,0.013110161,0.0121786,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,4.71659e-05,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.005357176,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.029046923,0.017422229,0.008728087,0.013381392,1.937151e-07,0.004671335,0.016035467,0.007175863,0.015585452,0.005328223,0.035290927,0.0004950091,0.00028544664,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0006904453,0.01791501,0.0008728504,0.0003869161,-1.1667609e-05,0.014923364,0.009633422,-7.683411e-09,4.465878e-05,0.0013994575,0.022476226,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013964176,-7.547438e-06,0.030928046,0.01117751,0.00013540685,0.020024776,0.020968825,0.011547059,0.021909535,0.000118397176,0.00017785281,0.018240035,-2.9094517e-06,0.011023015,-2.354756e-05,0.00010044873,0.005656868,0.003193438,0.0113684535,0.0060318112,0.0031164885,5.54882e-06,3.9674342e-07,2.766028e-06,3.343448e-07,0.010908484,2.9236078e-05
B.94,0.012544811,0.0014883876,0.00065683573,0.0017535686,0.008844197,-1.3411045e-06,0.017380744,0.006183684,0.00019192696,5.218014e-05,3.9584935e-05,4.053116e-06,0.004412174,0.008068085,8.800998e-08,0.004246652,0.001975298,0.0026053786,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,2.1234155e-07,0.005600393,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0014701635,0.0075162947,0.019001722,0.00049669296,0.0060589015,0.013822079,-5.517155e-06,5.921349e-06,0.018782556,0.01578492,-1.14664435e-05,0.0014313608,0.0044561774,0.0036808997,0.009001613,0.00017002225,0.004710272,0.009157121,0.018497735,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017828584,0.0009889603,0.00027765334,2.7939677e-09,4.921481e-05,0.0038783848,-2.6762486e-05,0.00022551417,0.00076007843,1.6354024e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.4020672e-05,0.017263293,0.010958105,0.013116628,0.012066752,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00017171353,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0066375732,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.025387168,0.017422229,0.008606434,0.013293654,1.9423664e-05,0.004671335,0.013096571,0.0042577684,0.012104422,0.0048271418,0.034300327,0.0004950091,7.745996e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0006866157,0.01791501,0.0008944124,0.00016129017,-1.1667609e-05,0.0140277445,0.009633422,-7.683411e-09,2.1092594e-05,0.0013994575,0.021737546,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.01390031,-7.547438e-06,0.030928046,0.011028796,4.84325e-05,0.020024776,0.020968825,0.011547059,0.02210933,0.000118397176,0.00013889372,0.02072066,-2.9094517e-06,0.011390597,-2.354756e-05,0.00013879687,0.00537169,0.003193438,0.0113684535,0.006096363,0.0019604713,5.54882e-06,1.2572855e-07,2.592802e-06,7.590279e-08,0.010908484,6.227195e-05
